NAME,BRAND,UNIT,CATEGORY,SUB-CATEGORY,SKU (Leave blank to auto generate sku),BARCODE TYPE,MANAGE STOCK (1=yes 0=No),ALERT QUANTITY,EXPIRES IN,EXPIRY PERIOD UNIT (months/days),APPLICABLE TAX,Selling Price Tax Type (inclusive or exclusive),PRODUCT TYPE (single or variable),VARIATION NAME (Keep blank if product type is single),VARIATION VALUES (| seperated values & blank if product type if single),PURCHASE PRICE (Including tax),PURCHASE PRICE (Excluding tax),PROFIT MARGIN,SELLING PRICE,OPENING STOCK,LOCATION,EXPIRY DATE,ENABLE IMEI OR SERIAL NUMBER(1=yes 0=No),WEIGHT,RACK,ROW,POSITION,IMAGE,PRODUCT DESCRIPTION,CUSTOM FIELD 1,CUSTOM FIELD 2,CUSTOM FIELD 3,CUSTOM FIELD 4,NOT FOR SELLING(1=yes 0=No)
Chicken Whole,Local,Kg,Meat,Poultry,,C128,1,10,,,GST 12%,inclusive,single,,,,350.00,312.50,20,420.00,100,Main Store,,0,,,,,,,,
Beef,Local,Kg,Meat,Red Meat,,C128,1,10,,,GST 12%,inclusive,single,,,,500.00,446.43,20,600.00,100,Main Store,,0,,,,,,,,
Mutton,Local,Kg,Meat,Red Meat,,C128,1,10,,,GST 12%,inclusive,single,,,,600.00,535.71,20,720.00,100,Main Store,,0,,,,,,,,
Fish (Seer),Local,Kg,Meat,Seafood,,C128,1,10,,,GST 12%,inclusive,single,,,,450.00,401.79,20,540.00,100,Main Store,,0,,,,,,,,
Prawns,Local,Kg,Meat,Seafood,,C128,1,10,,,GST 12%,inclusive,single,,,,800.00,714.29,20,960.00,100,Main Store,,0,,,,,,,,
Cuttlefish,Local,Kg,Meat,Seafood,,C128,1,10,,,GST 12%,inclusive,single,,,,700.00,625.00,20,840.00,100,Main Store,,0,,,,,,,,
Biscuits,Local,Kg,Snacks,Sweet,,C128,1,10,,,GST 12%,inclusive,single,,,,300.00,267.86,20,360.00,100,Main Store,,0,,,,,,,,
Chips,Local,Kg,Snacks,Salty,,C128,1,10,,,GST 12%,inclusive,single,,,,250.00,223.21,20,300.00,100,Main Store,,0,,,,,,,,
Chocolate,Local,Kg,Snacks,Sweet,,C128,1,10,,,GST 12%,inclusive,single,,,,400.00,357.14,20,480.00,100,Main Store,,0,,,,,,,,
Cookies,Local,Kg,Snacks,Sweet,,C128,1,10,,,GST 12%,inclusive,single,,,,350.00,312.50,20,420.00,100,Main Store,,0,,,,,,,,
Popcorn,Local,Kg,Snacks,Salty,,C128,1,10,,,GST 12%,inclusive,single,,,,200.00,178.57,20,240.00,100,Main Store,,0,,,,,,,,
Tea,Local,Kg,Beverages,Tea,,C128,1,10,,,GST 12%,inclusive,single,,,,500.00,446.43,20,600.00,100,Main Store,,0,,,,,,,,
Coffee,Local,Kg,Beverages,Coffee,,C128,1,10,,,GST 12%,inclusive,single,,,,600.00,535.71,20,720.00,100,Main Store,,0,,,,,,,,
Soft Drink (Coke),Local,Piece,Beverages,Soda,,C128,1,10,,,GST 12%,inclusive,single,,,,100.00,89.29,20,120.00,100,Main Store,,0,,,,,,,,
Juice,Local,Piece,Beverages,Fruit Juice,,C128,1,10,,,GST 12%,inclusive,single,,,,120.00,107.14,20,144.00,100,Main Store,,0,,,,,,,,
Water Bottle,Local,Piece,Beverages,Water,,C128,1,10,,,GST 12%,inclusive,single,,,,50.00,44.64,20,60.00,100,Main Store,,0,,,,,,,,
Canned Fish,Local,Piece,Canned Goods,Fish,,C128,1,10,,,GST 12%,inclusive,single,,,,200.00,178.57,20,240.00,100,Main Store,,0,,,,,,,,
Canned Vegetables,Local,Piece,Canned Goods,Vegetables,,C128,1,10,,,GST 12%,inclusive,single,,,,150.00,133.93,20,180.00,100,Main Store,,0,,,,,,,,
Tomato Sauce,Local,Piece,Canned Goods,Sauce,,C128,1,10,,,GST 12%,inclusive,single,,,,180.00,160.71,20,216.00,100,Main Store,,0,,,,,,,,
Coconut Milk,Local,Piece,Canned Goods,Milk,,C128,1,10,,,GST 12%,inclusive,single,,,,120.00,107.14,20,144.00,100,Main Store,,0,,,,,,,,
Bread,Local,Piece,Bakery,Bread,,C128,1,10,,,GST 12%,inclusive,single,,,,80.00,71.43,20,96.00,100,Main Store,,0,,,,,,,,
Bun,Local,Piece,Bakery,Pastry,,C128,1,10,,,GST 12%,inclusive,single,,,,50.00,44.64,20,60.00,100,Main Store,,0,,,,,,,,
Cake,Local,Piece,Bakery,Cake,,C128,1,10,,,GST 12%,inclusive,single,,,,300.00,267.86,20,360.00,100,Main Store,,0,,,,,,,,
Biscuit Pack,Local,Piece,Bakery,Biscuits,,C128,1,10,,,GST 12%,inclusive,single,,,,100.00,89.29,20,120.00,100,Main Store,,0,,,,,,,,
Soap,Local,Piece,Household,Cleaning,,C128,1,10,,,GST 12%,inclusive,single,,,,60.00,53.57,20,72.00,100,Main Store,,0,,,,,,,,
Detergent,Local,Kg,Household,Cleaning,,C128,1,10,,,GST 12%,inclusive,single,,,,200.00,178.57,20,240.00,100,Main Store,,0,,,,,,,,
Toothpaste,Local,Piece,Household,Personal,,C128,1,10,,,GST 12%,inclusive,single,,,,150.00,133.93,20,180.00,100,Main Store,,0,,,,,,,,
Shampoo,Local,Piece,Household,Personal,,C128,1,10,,,GST 12%,inclusive,single,,,,200.00,178.57,20,240.00,100,Main Store,,0,,,,,,,,
Sugar,Local,Kg,Grains,Sugar,,C128,1,10,,,GST 12%,inclusive,single,,,,100.00,89.29,20,120.00,100,Main Store,,0,,,,,,,,
Salt,Local,Kg,Spices,Salt,,C128,1,10,,,GST 12%,inclusive,single,,,,50.00,44.64,20,60.00,100,Main Store,,0,,,,,,,,
Pepper,Local,Kg,Spices,Pepper,,C128,1,10,,,GST 12%,inclusive,single,,,,500.00,446.43,20,600.00,100,Main Store,,0,,,,,,,,
Ginger,Local,Kg,Vegetables,Root,,C128,1,10,,,GST 12%,inclusive,single,,,,300.00,267.86,20,360.00,100,Main Store,,0,,,,,,,,
Turmeric Root,Local,Kg,Vegetables,Root,,C128,1,10,,,GST 12%,inclusive,single,,,,250.00,223.21,20,300.00,100,Main Store,,0,,,,,,,,
Lemongrass,Local,Kg,Vegetables,Herb,,C128,1,10,,,GST 12%,inclusive,single,,,,150.00,133.93,20,180.00,100,Main Store,,0,,,,,,,,
Curry Leaves,Local,Kg,Vegetables,Herb,,C128,1,10,,,GST 12%,inclusive,single,,,,200.00,178.57,20,240.00,100,Main Store,,0,,,,,,,,
Pandan Leaves,Local,Kg,Vegetables,Herb,,C128,1,10,,,GST 12%,inclusive,single,,,,100.00,89.29,20,120.00,100,Main Store,,0,,,,,,,,
Jackfruit,Local,Kg,Fruits,Tropical,,C128,1,10,,,GST 12%,inclusive,single,,,,80.00,71.43,20,96.00,100,Main Store,,0,,,,,,,,
Rambutan,Local,Kg,Fruits,Tropical,,C128,1,10,,,GST 12%,inclusive,single,,,,250.00,223.21,20,300.00,100,Main Store,,0,,,,,,,,
Durian,Local,Kg,Fruits,Tropical,,C128,1,10,,,GST 12%,inclusive,single,,,,300.00,267.86,20,360.00,100,Main Store,,0,,,,,,,,
Star Fruit,Local,Kg,Fruits,Tropical,,C128,1,10,,,GST 12%,inclusive,single,,,,180.00,160.71,20,216.00,100,Main Store,,0,,,,,,,,
Guava,Local,Kg,Fruits,Tropical,,C128,1,10,,,GST 12%,inclusive,single,,,,120.00,107.14,20,144.00,100,Main Store,,0,,,,,,,,
Lime,Local,Kg,Fruits,Citrus,,C128,1,10,,,GST 12%,inclusive,single,,,,100.00,89.29,20,120.00,100,Main Store,,0,,,,,,,,
Lemon,Local,Kg,Fruits,Citrus,,C128,1,10,,,GST 12%,inclusive,single,,,,110.00,98.21,20,132.00,100,Main Store,,0,,,,,,,,
Avocado,Local,Kg,Fruits,Tropical,,C128,1,10,,,GST 12%,inclusive,single,,,,200.00,178.57,20,240.00,100,Main Store,,0,,,,,,,,
Dragon Fruit,Local,Kg,Fruits,Exotic,,C128,1,10,,,GST 12%,inclusive,single,,,,350.00,312.50,20,420.00,100,Main Store,,0,,,,,,,,
Kiwi,Local,Kg,Fruits,Imported,,C128,1,10,,,GST 12%,inclusive,single,,,,400.00,357.14,20,480.00,100,Main Store,,0,,,,,,,,
Strawberry,Local,Kg,Fruits,Imported,,C128,1,10,,,GST 12%,inclusive,single,,,,500.00,446.43,20,600.00,100,Main Store,,0,,,,,,,,
Blueberry,Local,Kg,Fruits,Imported,,C128,1,10,,,GST 12%,inclusive,single,,,,600.00,535.71,20,720.00,100,Main Store,,0,,,,,,,
Pineapple,Local,Kg,Fruits,Tropical,,C128,1,10,,,GST 12%,inclusive,single,,,,150.00,133.93,20,180.00,100,Main Store,,0,,,,,,,,
